PdId,IncidntNum,Incident Code,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,location,SF Find Neighborhoods 2 2,Current Police Districts 2 2,Current Supervisor Districts 2 2,Analysis Neighborhoods 2 2,DELETE - Fire Prevention Districts 2 2,DELETE - Police Districts 2 2,DELETE - Supervisor Districts 2 2,DELETE - Zip Codes 2 2,DELETE - Neighborhoods 2 2,DELETE - 2017 Fix It Zones 2 2,Civic Center Harm Reduction Project Boundary 2 2,Fix It Zones as of 2017-11-06  2 2,DELETE - HSOC Zones 2 2,Fix It Zones as of 2018-02-07 2 2,"CBD, BID and GBD Boundaries as of 2017 2 2","Areas of Vulnerability, 2016 2 2",Central Market/Tenderloin Boundary 2 2,Central Market/Tenderloin Boundary Polygon - Updated 2 2,HSOC Zones as of 2018-06-05 2 2,OWED Public Spaces 2 2,Neighborhoods 2
4133422003074,041334220,03074,ROBBERY,"ROBBERY, BODILY FORCE",Monday,11/22/2004,17:50,INGLESIDE,NONE,GENEVA AV / SANTOS ST,-122.420084075249,37.7083109744362,POINT (-122.420084075249 37.7083109744362),,,9,,,,8,309,,,,,,,,,,,,,
5118535807021,051185358,07021,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,10/18/2005,20:00,PARK,NONE,TURK ST / STJOSEPHS AV,-120.5,90,POINT (-120.50000000000001 90),,,,,,,,,,,,,,,,,,,,,
4018830907021,040188309,07021,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,02/15/2004,02:00,SOUTHERN,NONE,BRANNAN ST / 1ST ST,-120.5,90,POINT (-120.50000000000001 90),,,,,,,,,,,,,,,,,,,,,
11014543126030,110145431,26030,ARSON,ARSON,Friday,02/18/2011,05:27,INGLESIDE,NONE,0 Block of SANJUAN AV,-122.43622001281,37.7243766140428,POINT (-122.43622001281001 37.7243766140428),94,9,1,28,9,7,6,28861,25,,,,,,,1,,,,,94
10108108004134,101081080,04134,ASSAULT,BATTERY,Sunday,11/21/2010,17:00,SOUTHERN,NONE,400 Block of 10TH ST,-122.410541166987,37.7709130566165,POINT (-122.410541166987 37.7709130566165),32,1,10,34,8,2,9,28853,34,,,,,,,2,,,,,32
13027069804134,130270698,04134,ASSAULT,BATTERY,Tuesday,04/02/2013,15:50,TARAVAL,NONE,14TH AV / SANTIAGO ST,-122.470365997562,37.74515794927,POINT (-122.470365997562 37.74515794927),44,10,8,41,1,8,4,29491,40,,,,,,,1,,,,,44
17063991304134,170639913,04134,ASSAULT,BATTERY,Sunday,08/06/2017,18:15,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147905,37.775420706711,POINT (-122.40340479147905 37.775420706711),32,1,10,34,14,2,9,28853,34,,,,,,,2,,,,,32
16020415607020,160204156,07020,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Thursday,03/03/2016,19:30,TARAVAL,NONE,100 Block of BEPLER ST,-122.46354501681947,37.70796836450968,POINT (-122.46354501681947 37.70796836450968),,,,,,,,28588,,,,,,,,,,,,,
6068579904134,060685799,04134,ASSAULT,BATTERY,Saturday,06/17/2006,03:00,TARAVAL,NONE,3200 Block of SAN JOSE AV,-122.459172646607,37.7082001648459,POINT (-122.459172646607 37.7082001648459),,,,,,,,28588,,,,,,,,,,,,,
5134166327195,051341663,27195,TRESPASS,TRESPASSING,Monday,11/28/2005,16:04,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / 5THSTNORTH ST,-120.5,90,POINT (-120.50000000000001 90),,,,,,,,,,,,,,,,,,,,,
9098843805041,090988438,05041,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,09/24/2009,13:30,BAYVIEW,NONE,1500 Block of SHAFTER AV,-122.389849114797,37.7304741509374,POINT (-122.38984911479702 37.7304741509374),86,2,9,1,10,3,8,58,1,,,,,,,2,,,,,86
12620267506244,126202675,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,12/21/2012,19:15,CENTRAL,NONE,PACIFIC AV / GRANT AV,-122.406831986427,37.7969028838908,POINT (-122.40683198642701 37.7969028838908),104,6,3,6,3,1,10,308,4,,,,,,,2,,,,,104
4113838962020,041138389,62020,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Tuesday,10/05/2004,10:18,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / JONES ST,-122.412784096509,37.7848656939297,POINT (-122.412784096509 37.7848656939297),20,5,10,36,7,10,9,28852,36,17,,18,,18,6,2,1,1,,,20
10014538865016,100145388,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,02/13/2010,02:55,BAYVIEW,"ARREST, CITED",POWELL ST / VALLEJO ST,-122.41045954645,37.7983714449989,POINT (-122.41045954645001 37.7983714449989),107,6,3,6,3,1,10,308,4,,,,,,,2,,,,,107
10003312565016,100033125,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,01/11/2010,03:38,SOUTHERN,"ARREST, BOOKED",6TH ST / MISSION ST,-122.408710606663,37.7809706722053,POINT (-122.408710606663 37.7809706722053),32,1,10,34,14,2,9,28853,34,24,1,6,1,6,7,2,1,1,1,,32
12071434927195,120714349,27195,TRESPASS,TRESPASSING,Friday,08/17/2012,20:30,NORTHERN,NONE,1900 Block of PACIFIC AV,-122.427363308517,37.7943446897793,POINT (-122.427363308517 37.7943446897793),102,4,6,30,13,9,1,28858,27,,,,,,,1,,,,,102
10018088906362,100180889,06362,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,02/23/2010,17:57,SOUTHERN,"ARREST, CITED",800 Block of MARKET ST,-122.406520987144,37.7850629421661,POINT (-122.40652098714399 37.7850629421661),32,5,10,34,12,2,9,28853,34,17,,18,,18,5,2,,,,35,32
4082921803021,040829218,03021,ROBBERY,ROBBERY OF A COMMERCIAL ESTABLISHMENT WITH A GUN,Wednesday,07/21/2004,07:30,TENDERLOIN,NONE,200 Block of LEAVENWORTH ST,-122.414081138014,37.7832767266062,POINT (-122.41408113801401 37.7832767266062),20,5,10,36,7,10,9,28852,36,17,1,18,,18,6,2,1,1,,,20
3071603916100,030716039,16100,DRUG/NARCOTIC,POSSESSION OF HEROIN,Thursday,06/12/2003,20:25,INGLESIDE,"ARREST, BOOKED",BANNOCK ST / SENECA AV,-122.441875049315,37.7190816366737,POINT (-122.44187504931502 37.7190816366737),80,9,1,28,9,7,6,28861,25,,,,,,,2,,,,,80
12601807406374,126018074,06374,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,02/06/2012,18:00,MISSION,NONE,MARKET ST / SANCHEZ ST,-122.431028702713,37.7658672394532,POINT (-122.43102870271298 37.7658672394532),28,3,5,5,15,4,5,28862,3,,,,5,,9,1,,,5,,28
6038870564070,060388705,64070,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,04/11/2006,16:00,SOUTHERN,NONE,200 Block of 6TH ST,-122.406346425632,37.7791674218963,POINT (-122.40634642563201 37.7791674218963),32,1,10,34,14,2,9,28853,34,24,1,6,1,6,7,2,,,1,,32
4072574106112,040725741,06112,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,05/22/2004,15:00,NORTHERN,NONE,HAIGHT ST / FILLMORE ST,-122.430436523482,37.7721069661715,POINT (-122.43043652348202 37.7721069661715),26,4,11,9,7,9,11,29492,10,,,,,,,1,,,,,26
11027166630155,110271666,30155,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Sunday,04/03/2011,16:09,RICHMOND,"ARREST, CITED",400 Block of 3RD AV,-122.461064887927,37.7801760260284,POINT (-122.461064887927 37.7801760260284),5,8,4,11,11,6,2,54,11,,,,,,,1,,,,,5
4007168528160,040071685,28160,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,01/18/2004,20:00,NORTHERN,NONE,2500 Block of BROADWAY ST,-122.439036364592,37.793692889083,POINT (-122.439036364592 37.793692889083),102,4,6,30,13,9,1,29490,27,,,,,,,1,,,,,102
11065803665010,110658036,65010,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,08/16/2011,22:10,RICHMOND,"ARREST, CITED",400 Block of CLEMENT ST,-122.463902072852,37.7830189318905,POINT (-122.46390207285201 37.7830189318905),5,8,4,11,11,6,2,54,11,,,,,,,1,,,,,5
12607802806372,126078028,06372,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,06/02/2012,13:00,NORTHERN,NONE,0 Block of HERMANN ST,-122.425963017309,37.7707081231737,POINT (-122.425963017309 37.7707081231737),27,7,5,9,7,9,5,28852,10,,,,,,,1,,,,,27
7105109612100,071051096,12100,WEAPON LAWS,POSS OF LOADED FIREARM,Saturday,10/13/2007,14:40,BAYVIEW,"ARREST, BOOKED",THOMAS AV / KEITH ST,-122.389421299039,37.7293538492444,POINT (-122.389421299039 37.7293538492444),86,2,9,1,10,3,8,58,1,,,,,,,2,,,,,86
3044800006154,030448000,06154,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,01/24/2003,19:00,RICHMOND,NONE,3600 Block of BALBOA ST,-122.497858407274,37.7756357552664,POINT (-122.497858407274 37.7756357552664),8,8,4,29,11,6,2,55,26,,,,,,,1,,,,,8
9129783864020,091297838,64020,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,12/21/2009,14:51,SOUTHERN,PSYCHOPATHIC CASE,1200 Block of MISSION ST,-122.413583483648,37.7770436202636,POINT (-122.41358348364801 37.7770436202636),32,1,10,34,8,2,9,28853,34,,1,,1,,7,2,1,1,1,,32
5032768806302,050327688,06302,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,03/24/2005,09:05,INGLESIDE,NONE,4000 Block of MISSION ST,-122.4279300515,37.7322144934669,POINT (-122.4279300515 37.7322144934669),93,9,5,28,9,7,5,28861,25,,,,,,,1,,,,,93
3114963164070,031149631,64070,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,09/29/2003,16:15,MISSION,NOT PROSECUTED,3500 Block of CESAR CHAVEZ ST,-122.420832650303,37.7479994493226,POINT (-122.420832650303 37.747999449322606),83,3,2,2,2,4,7,28859,2,,,,,,,1,,,,,83
6000732516650,060007325,16650,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,01/03/2006,01:15,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / LEAVENWORTH ST,-122.414433155063,37.7846576329256,POINT (-122.414433155063 37.7846576329256),20,5,10,36,7,10,9,28852,36,17,,18,,18,6,2,1,1,,,20
5032014364070,050320143,64070,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,03/03/2005,10:00,NORTHERN,NONE,1500 Block of EDDY ST,-122.433177816267,37.7813758100318,POINT (-122.433177816267 37.7813758100318),97,4,11,39,15,9,11,29490,41,,,,,,,2,,,,,97
8120618419057,081206184,19057,ASSAULT,THREATS AGAINST LIFE,Monday,11/10/2008,22:00,NORTHERN,"ARREST, BOOKED",700 Block of POLK ST,-122.419159190984,37.7833430636234,POINT (-122.41915919098402 37.7833430636234),20,4,10,36,7,9,9,28858,36,,1,,,,,2,1,1,,,20
4001254805013,040012548,05013,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,12/19/2003,10:30,NORTHERN,"ARREST, BOOKED",300 Block of WEBSTER ST,-122.429154331552,37.7737148837264,POINT (-122.429154331552 37.7737148837264),26,4,11,9,7,9,11,29492,10,,,,,,,1,,,,,26
13617083006372,136170830,06372,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,09/11/2013,16:00,CENTRAL,NONE,100 Block of CALIFORNIA ST,-122.39821721889,37.793486649905,POINT (-122.39821721888998 37.793486649905),108,6,3,8,4,1,10,28860,6,,,,,,,2,,,,,108
13053842404011,130538424,04011,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Sunday,06/30/2013,20:27,TENDERLOIN,"ARREST, BOOKED",LEAVENWORTH ST / MCALLISTER ST,-122.413679376888,37.7809258336852,POINT (-122.41367937688801 37.7809258336852),21,5,10,36,7,10,9,28852,36,3,1,3,1,3,6,2,1,1,1,,21
3146788116710,031467881,16710,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,12/18/2003,00:01,TENDERLOIN,"ARREST, BOOKED",JONES ST / STEVELOE PL,-122.41288317794,37.7853530358707,POINT (-122.41288317793999 37.7853530358707),20,5,10,36,7,10,9,28852,36,,,,,,6,2,1,1,,,20
10045916775000,100459167,75000,MISSING PERSON,FOUND PERSON,Monday,05/17/2010,21:00,TENDERLOIN,LOCATED,200 Block of GOLDEN GATE AV,-122.415120589338,37.7817589366405,POINT (-122.41512058933802 37.7817589366405),20,5,10,36,7,10,9,28852,36,17,1,18,1,18,6,2,1,1,1,,20
6132494406244,061324944,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,12/14/2006,11:00,SOUTHERN,NONE,700 Block of FOLSOM ST,-122.400739943377,37.7822783092834,POINT (-122.40073994337702 37.7822783092834),32,1,10,34,6,2,9,28856,34,,,,,,4,2,,,,,32
5117001464020,051170014,64020,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,10/17/2005,01:28,MISSION,PSYCHOPATHIC CASE,400 Block of CASTRO ST,-122.435150099812,37.7617597243598,POINT (-122.43515009981202 37.7617597243598),38,3,5,5,15,4,5,28862,3,1,,1,5,1,9,1,,,5,,38
13097451109320,130974511,09320,FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,11/17/2013,11:00,SOUTHERN,NONE,800 Block of BRYANT ST,-122.403404791479,37.775420706711,POINT (-122.40340479147902 37.775420706711),32,1,10,34,14,2,9,28853,34,,,,,,,2,,,,,32
10052318264020,100523182,64020,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,06/05/2010,23:49,RICHMOND,NONE,500 Block of 46TH AV,-122.507231328042,37.7780801366847,POINT (-122.50723132804201 37.7780801366847),6,8,4,29,11,6,2,55,26,,,,,,,1,,,,,6
5066140807021,050661408,07021,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,06/11/2005,15:00,RICHMOND,NONE,19TH AV / ANZA ST,-122.478167676693,37.7784549710445,POINT (-122.478167676693 37.7784549710445),,8,4,29,11,6,2,55,26,,,,,,,1,,,,,
9127637105151,091276371,05151,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Monday,12/14/2009,16:30,CENTRAL,UNFOUNDED,800 Block of STOCKTON ST,-122.407748570466,37.7936363546057,POINT (-122.40774857046598 37.7936363546057),104,6,3,6,3,1,10,28857,4,5,,5,,5,,2,,,,,104
5040055730210,050400557,30210,OTHER OFFENSES,VIOLATION OF PARK CODE,Monday,04/11/2005,15:20,TENDERLOIN,"ARREST, CITED",0 Block of UNITEDNATIONS PZ,-122.41431222924,37.7798339183587,POINT (-122.41431222924 37.7798339183587),21,5,10,36,7,10,9,28852,36,3,1,3,1,3,6,2,1,1,1,39,21
6086620665016,060866206,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,08/15/2006,16:49,INGLESIDE,"ARREST, CITED",GUERRERO ST / 28TH ST,-122.422219852451,37.7455795808013,POINT (-122.42221985245101 37.7455795808013),84,9,5,22,2,7,5,28859,22,,,,,,,1,,,,,84
11066349975000,110663499,75000,MISSING PERSON,FOUND PERSON,Thursday,08/18/2011,10:30,TARAVAL,LOCATED,2300 Block of 47TH AV,-122.505825184185,37.7426348151432,POINT (-122.505825184185 37.7426348151432),39,10,7,35,1,8,3,29491,35,,,,,,,1,,,,,39
6071239209340,060712392,09340,FRAUD,FRAUDULENT CREDIT APPLICATION,Wednesday,07/05/2006,16:30,MISSION,PROSECUTED BY OUTSIDE AGENCY,200 Block of CAPP ST,-122.418277910521,37.762695287595,POINT (-122.418277910521 37.762695287595),53,3,2,20,8,4,7,28859,19,13,,15,3,15,,2,,,3,,53
12057504405013,120575044,05013,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,06/30/2012,10:00,TENDERLOIN,NONE,400 Block of JONES ST,-122.412758759499,37.7850960963726,POINT (-122.41275875949901 37.785096096372605),20,5,10,36,14,10,9,28852,36,17,,18,,18,6,2,1,1,,,20
6102444504134,061024445,04134,ASSAULT,BATTERY,Monday,09/25/2006,12:35,TARAVAL,"ARREST, CITED",1500 Block of SLOAT BL,-122.489713969124,37.7339497680852,POINT (-122.489713969124 37.7339497680852),43,10,8,35,1,8,4,64,35,,,,,,,1,,,,,43
3035535828150,030355358,28150,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,03/21/2003,15:00,NORTHERN,NONE,1000 Block of POST ST,-122.419126295342,37.7869849580362,POINT (-122.41912629534201 37.7869849580362),50,4,3,21,13,9,10,28858,21,,,,,,10,2,,,,,50
9119040819057,091190408,19057,ASSAULT,THREATS AGAINST LIFE,Thursday,11/19/2009,05:22,CENTRAL,"ARREST, BOOKED",700 Block of GREEN ST,-122.411068896354,37.7993048227009,POINT (-122.411068896354 37.7993048227009),107,6,3,6,3,1,10,308,4,,,,,,,2,,,,,107
11078209906224,110782099,06224,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,09/27/2011,18:00,NORTHERN,NONE,FILBERT ST / VANNESS AV,-122.424172728253,37.7994834789614,POINT (-122.42417272825301 37.799483478961406),15,4,6,13,13,9,1,28858,17,,,,,,,1,,,,,15
6083523919050,060835239,19050,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Sunday,07/30/2006,19:21,RICHMOND,NONE,0 Block of LAKE ST,-122.459845588108,37.7869446616445,POINT (-122.45984558810801 37.7869446616445),4,8,6,11,11,6,1,54,11,,,,,,,1,,,,,4
10014439615150,100144396,15150,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Friday,02/12/2010,05:30,INGLESIDE,"ARREST, BOOKED",100 Block of LELAND AV,-122.406905871934,37.7124867383516,POINT (-122.406905871934 37.7124867383516),75,9,9,40,9,7,8,309,39,,,,,,,2,,,,,75
8602112506244,086021125,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,03/19/2008,14:15,CENTRAL,NONE,1200 Block of PINE ST,-122.416386784625,37.7900934803531,POINT (-122.416386784625 37.7900934803531),50,6,3,21,13,1,10,28858,21,,,,,,,1,,,,,50
8038097930191,080380979,30191,OTHER OFFENSES,AGGRESSIVE SOLICITING,Saturday,04/12/2008,07:54,SOUTHERN,"ARREST, BOOKED",MARKET ST / OCTAVIA ST,-122.423619488896,37.7717157193406,POINT (-122.423619488896 37.7717157193406),27,1,5,20,7,2,5,28853,19,,,,,,,2,,,,,27
5140233409340,051402334,09340,FRAUD,FRAUDULENT CREDIT APPLICATION,Wednesday,12/14/2005,14:00,BAYVIEW,PROSECUTED BY OUTSIDE AGENCY,1600 Block of 18TH ST,-122.399429088635,37.7623493396041,POINT (-122.39942908863502 37.7623493396041),54,2,9,26,10,3,8,28856,29,,,,,,,1,,,,,54
4122832203014,041228322,03014,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,10/27/2004,01:00,INGLESIDE,NONE,GENEVA AV / MISSION ST,-122.441018108862,37.7164586831137,POINT (-122.44101810886198 37.7164586831137),58,9,1,7,9,7,6,28861,5,4,,4,,4,,2,,,,,58
12102957104145,121029571,04145,"SEX OFFENSES, FORCIBLE",ASSAULT TO COMMIT MAYHEM OR SPECIFIC SEX OFFENSES,Saturday,12/22/2012,04:45,BAYVIEW,"ARREST, BOOKED",1200 Block of INGALLS ST,-122.381867300078,37.7305667976884,POINT (-122.381867300078 37.7305667976884),78,2,9,1,10,3,8,58,1,,,,,,,2,,,,,78
9070962604134,090709626,04134,ASSAULT,BATTERY,Sunday,07/12/2009,20:22,BAYVIEW,"ARREST, CITED",BAY SHORE BL / SILVER AV,-122.404658361435,37.7329487043192,POINT (-122.404658361435 37.7329487043192),91,2,9,25,10,3,8,58,28,,,,,,,2,,,,,91
5069588362020,050695883,62020,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Wednesday,06/22/2005,08:40,SOUTHERN,"ARREST, BOOKED",MISSION ST / SOUTH VAN NESS AV,-122.418618953347,37.7730525547699,POINT (-122.41861895334702 37.7730525547699),32,1,10,20,8,2,9,28853,19,,1,,1,,,2,,,1,,32
7030115119055,070301151,19055,ASSAULT,THREATENING PHONE CALL(S),Monday,03/05/2007,16:00,NORTHERN,NONE,600 Block of WEBSTER ST,-122.429785425672,37.7767312560644,POINT (-122.42978542567198 37.7767312560644),22,4,11,9,7,9,11,29492,10,,,,,,,1,,,,,22
8055679404134,080556794,04134,ASSAULT,BATTERY,Friday,02/01/2008,19:45,MISSION,NONE,CHULA LN / ABBEY ST,-122.427241384434,37.7637976104925,POINT (-122.427241384434 37.7637976104925),37,3,5,5,8,4,5,28862,3,,,,,,,1,,,5,,37
13613470106244,136134701,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,07/31/2013,18:30,SOUTHERN,NONE,3RD ST / TOWNSEND ST,-122.392753573574,37.7788518670227,POINT (-122.392753573574 37.7788518670227),32,1,10,34,6,2,9,28856,34,,,,,,,2,,,,,32
9096141263010,090961412,63010,WARRANTS,WARRANT ARREST,Thursday,09/17/2009,20:45,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.407244087032,37.7865647607685,POINT (-122.407244087032 37.7865647607685),19,6,3,8,5,10,10,28852,6,10,,12,,12,5,2,,,,,19
6037041706244,060370417,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,04/06/2006,17:30,SOUTHERN,NONE,HARRISON ST / SPEAR ST,-122.389432577161,37.7888379056123,POINT (-122.389432577161 37.7888379056123),30,1,10,8,6,2,9,28855,6,,,,,,3,1,,,,,30
8030397165015,080303971,65015,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,03/22/2008,12:58,MISSION,"ARREST, CITED",2600 Block of BRYANT ST,-122.409121399225,37.7519787472165,POINT (-122.40912139922501 37.7519787472165),53,3,2,20,2,4,7,28859,19,,,,3,,,1,,,3,,53
10102336128100,101023361,28100,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Wednesday,11/03/2010,22:25,SOUTHERN,NONE,400 Block of THE EMBARCADEROSOUTH ST,-122.39670853026,37.7978728855933,POINT (-122.39670853026 37.7978728855933),77,6,3,8,3,1,10,28860,6,,,,,,,1,,,,,77
12022725104154,120227251,04154,ASSAULT,BATTERY OF A POLICE OFFICER,Tuesday,03/20/2012,13:14,NORTHERN,"ARREST, CITED",900 Block of GEARY ST,-122.418918390218,37.7859407304209,POINT (-122.418918390218 37.7859407304209),20,4,10,36,13,9,9,28858,36,,,,,,10,2,1,1,,,20
6084248805053,060842488,05053,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Wednesday,08/09/2006,10:50,SOUTHERN,"ARREST, BOOKED",1400 Block of MARKET ST,-122.418480564808,37.775898446204,POINT (-122.41848056480801 37.775898446204),21,5,10,36,7,2,9,28852,36,,1,,1,,8,2,1,1,1,,21
8059031664070,080590316,64070,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,06/04/2008,10:00,NORTHERN,NONE,1800 Block of CLAY ST,-122.423544081104,37.7921222370469,POINT (-122.423544081104 37.7921222370469),102,4,6,30,13,9,1,28858,27,,,,,,,1,,,,,102
11036141171010,110361411,71010,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,05/03/2011,19:00,TARAVAL,NONE,1900 Block of 8TH AV,-122.464369762328,37.7525980919288,POINT (-122.464369762328 37.7525980919288),45,10,8,41,1,8,4,29491,40,,,,,,,1,,,,,45
4040258527170,040402585,27170,OTHER OFFENSES,RESISTING ARREST,Thursday,04/08/2004,10:36,BAYVIEW,"ARREST, BOOKED",3RD ST / NEWCOMB AV,-122.390416955517,37.7355926106176,POINT (-122.39041695551701 37.7355926106176),86,2,9,1,10,3,8,58,1,11,,13,,13,,2,,,,,86
12099664465010,120996644,65010,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,12/10/2012,22:37,INGLESIDE,"ARREST, CITED",GENEVA AV / MOSCOW ST,-122.433708216535,37.7131452213851,POINT (-122.43370821653498 37.7131452213851),90,9,1,7,9,7,6,28861,5,,,,,,,2,,,,,90
4005337664070,040053376,64070,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,01/14/2004,07:30,BAYVIEW,NONE,2600 Block of SAN BRUNO AV,-122.40390700421,37.7282055879734,POINT (-122.40390700421001 37.7282055879734),91,2,2,25,10,3,7,309,28,,,,,,,2,,,,,91
3122407303074,031224073,03074,ROBBERY,"ROBBERY, BODILY FORCE",Friday,10/17/2003,19:56,RICHMOND,"ARREST, BOOKED",18TH AV / GEARY BL,-122.477241022328,37.7804373318779,POINT (-122.477241022328 37.7804373318779),5,8,4,29,11,6,2,55,26,,,,,,,1,,,,,5
12046762363010,120467623,63010,WARRANTS,WARRANT ARREST,Saturday,06/09/2012,09:31,PARK,NONE,BELVEDERE ST / WALLER ST,-122.44945360075,37.7687284236871,POINT (-122.44945360075 37.7687284236871),29,7,11,3,15,5,11,29492,9,22,,24,,25,,1,,,,,29
7605369906244,076053699,06244,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,07/25/2007,22:45,CENTRAL,NONE,JONES ST / SACRAMENTO ST,-122.414295532568,37.7923429638305,POINT (-122.414295532568 37.7923429638305),16,6,3,21,5,1,10,28857,21,,,,,,,1,,,,,16
3061826916710,030618269,16710,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,05/21/2003,09:20,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.413564091744,37.779514030063,POINT (-122.413564091744 37.779514030063),32,5,10,34,8,2,9,28853,34,3,1,3,1,3,7,2,1,1,1,35,32
13101643365016,131016433,65016,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,12/02/2013,10:00,MISSION,"ARREST, CITED",VALENCIA ST / CESAR CHAVEZ ST,-122.42027922768,37.7481246616016,POINT (-122.42027922768001 37.7481246616016),83,3,2,2,2,4,7,28859,2,,,,3,,,1,,,3,,83
11053595115200,110535951,15200,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,07/04/2011,02:35,BAYVIEW,NONE,200 Block of TUNNEL AV,-122.400860974348,37.7115119380844,POINT (-122.400860974348 37.7115119380844),89,2,9,1,10,3,8,309,1,,,,,,,1,,,,,89
3116708107055,031167081,07055,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Tuesday,09/16/2003,08:00,TENDERLOIN,"ARREST, BOOKED",HYDE ST / TURK ST,-122.415694922141,37.7825851968238,POINT (-122.415694922141 37.7825851968238),20,5,10,36,7,10,9,28852,36,17,1,18,1,18,6,2,1,1,1,,20
7132404705051,071324047,05051,BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Thursday,12/27/2007,21:30,NORTHERN,NONE,2200 Block of POLK ST,-122.421940116946,37.7971438884686,POINT (-122.421940116946 37.7971438884686),105,4,3,32,13,9,10,28858,32,,,,,,,1,,,,,105
3077941319010,030779413,19010,DISORDERLY CONDUCT,COMMITTING PUBLIC NUISANCE,Monday,06/30/2003,04:20,BAYVIEW,"ARREST, CITED",400 Block of ILLINOIS ST,-122.388108289044,37.7656522298377,POINT (-122.388108289044 37.7656522298377),34,1,10,26,14,3,9,310,29,,,,,,,1,,,,,34
